id,status
3001,Sham
3003,Sham
3004,Sham
3006,Sham
3029,Sham
3038,Sham
3075,Sham
3118,Sham
3120,Sham
3144,Sham
3016,TBI
3024,TBI
3026,TBI
3028,TBI
3030,TBI
3032,TBI
3034,TBI
3037,TBI
3043,TBI
3074,TBI
3106,TBI
3107,TBI
3116,TBI
3119,TBI
3124,TBI
3126,TBI
3127,TBI
3128,TBI
3139,TBI
3141,TBI
3154,TBI
3162,TBI
45,PTE
3022,PTE
3027,PTE
3072,PTE
3073,PTE
3152,PTE
3153,PTE
